source_id,display_name,manufacturer_name,country,base_url,enabled,domain_status,notes
SRC_PURL_SOHO,Purl Soho,Purl Soho,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_KNIT_COLLAGE,Knit Collage,Knit Collage,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_IMPERIAL_YARN,Imperial Yarn,Imperial Yarn,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_JUNIPER_MOON_FARM,Juniper Moon Farm,Juniper Moon Farm,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_VALLEY_YARNS,Valley Yarns,Valley Yarns,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_WONDERLAND_YARNS,Wonderland Yarns,Wonderland Yarns,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BRIGGS_AND_LITTLE,Briggs & Little,Briggs & Little,Canada,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ESTELLE_YARNS,Estelle Yarns,Estelle Yarns,Canada,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FLEECE_ARTIST,Fleece Artist,Fleece Artist,Canada,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HAND_MAIDEN_FINE_YARN,Hand Maiden Fine Yarn,Hand Maiden Fine Yarn,Canada,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SWEETGEORGIA_YARNS,SweetGeorgia Yarns,SweetGeorgia Yarns,Canada,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ANCIENT_ARTS_YARNS,Ancient Arts Yarns,Ancient Arts Yarns,Canada,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MALABRIGO,Malabrigo,Malabrigo,Uruguay Peru South America,https://malabrigoyarn.com,True,verified,Official domain/catalogue verified during YarnEngine v0.1-v0.5 data work.
SRC_MANOS_DEL_URUGUAY,Manos del Uruguay,Manos del Uruguay,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AMANO_YARNS,Amano Yarns,Amano Yarns,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MIRASOL_YARN,Mirasol Yarn,Mirasol Yarn,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MICHELL,Michell,Michell,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_INDIECITA,Indiecita,Indiecita,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_INCA_TOPS,Inca Tops,Inca Tops,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ARAUCANIA_YARNS,Araucania Yarns,Araucania Yarns,Uruguay Peru South America,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BENDIGO_WOOLLEN_MILLS,Bendigo Woollen Mills,Bendigo Woollen Mills,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CLECKHEATON,Cleckheaton,Cleckheaton,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PATONS_AUSTRALIA,Patons Australia,Patons Australia,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BELLISSIMO,Bellissimo,Bellissimo,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FIDDLESTICKS,Fiddlesticks,Fiddlesticks,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HEIRLOOM,Heirloom,Heirloom,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MORRIS_AND_SONS,Morris & Sons,Morris & Sons,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AUSTRALIAN_YARN_COMPANY,Australian Yarn Company,Australian Yarn Company,Australia,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ASHFORD,Ashford,Ashford,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ZEALANA,Zealana,Zealana,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NATURALLY_YARNS,Naturally Yarns,Naturally Yarns,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CRUCCI,Crucci,Crucci,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_TOUCH_YARNS,Touch Yarns,Touch Yarns,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SKEINZ,Skeinz,Skeinz,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_OUTLAW_YARN,Outlaw Yarn,Outlaw Yarn,New Zealand,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AFRICAN_EXPRESSIONS,African Expressions,African Expressions,South Africa,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NURTURING_FIBRES,Nurturing Fibres,Nurturing Fibres,South Africa,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_COWGIRLBLUES,Cowgirlblues,Cowgirlblues,South Africa,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MOYA_YARN,MoYa Yarn,MoYa Yarn,South Africa,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_VARDHMAN,Vardhman,Vardhman,India,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_GANGA_ACROWOOLS,Ganga Acrowools,Ganga Acrowools,India,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_OSWAL_WOOLLEN_MILLS,Oswal Woollen Mills,Oswal Woollen Mills,India,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NAHAR_SPINNING_MILLS,Nahar Spinning Mills,Nahar Spinning Mills,India,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_RSWM,RSWM,RSWM,India,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BANSWARA_SYNTEX,Banswara Syntex,Banswara Syntex,India,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CONSINEE,Consinee,Consinee,China and Hong Kong,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_UPW,UPW,UPW,China and Hong Kong,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_XINAO,Xinao,Xinao,China and Hong Kong,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NOVETEX,Novetex,Novetex,China and Hong Kong,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ZHEJIANG_XINAO_TEXTILE,Zhejiang Xinao Textile,Zhejiang Xinao Textile,China and Hong Kong,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NINGBO_CONSINEE,Ningbo Consinee,Ningbo Consinee,China and Hong Kong,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_DROPS_DESIGN_GARNSTUDIO,DROPS,DROPS Design / Garnstudio,International,https://www.garnstudio.com,True,verified,Official domain/catalogue verified during YarnEngine v0.1-v0.5 data work.
SRC_URTH_YARNS,Urth Yarns,Urth Yarns,International,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CIRCULO,Circulo,Circulo,International,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PAINTBOX_YARNS,Paintbox Yarns,Paintbox Yarns,International,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LOUISA_HARDING,Louisa Harding,Louisa Harding,International,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
